Demand Balances by Primary Good
scenario,region,input,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OilCrop,NonFoodDemand_Crops,0.61616,1.11046,0.798585,0.843973,0.885391,0.922629,0.955329,0.983013,1.0054,1.02265,1.03451,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OilCrop,regional biomassOil,0.0,0.0,0.0,0.353502,0.478551,0.580194,0.691644,0.807338,0.940124,1.064,1.15324,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OtherGrain,FeedCrops,0.161573,0.156536,0.129067,0.145189,0.163912,0.187506,0.211957,0.235381,0.259102,0.282032,0.301437,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OtherGrain,FoodDemand_Crops,0.275119,0.28123,0.316274,0.336856,0.356339,0.375133,0.392368,0.404199,0.413879,0.421459,0.426837,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,OtherGrain,NonFoodDemand_Crops,0.479477,0.407153,0.3864,0.408361,0.428401,0.446419,0.462241,0.475636,0.48647,0.494814,0.500554,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,PalmFruit,FeedCrops,0.01418,0.0560322,0.0695309,0.0753387,0.0847113,0.0962224,0.108005,0.12217,0.136417,0.151155,0.165445,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,PalmFruit,FoodDemand_Crops,0.339185,0.565614,0.549943,0.585732,0.619609,0.652289,0.682258,0.702829,0.719662,0.732843,0.742193,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,PalmFruit,NonFoodDemand_Crops,1.03517,2.82893,3.9981,4.22534,4.43269,4.61912,4.78284,4.92144,5.03354,5.11988,5.17926,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Pasture,Pasture_FodderGrass,39.7152,34.1648,37.952,41.1673,44.0133,46.9499,49.5497,51.1456,52.2937,53.2799,54.2164,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Rice,FeedCrops,0.0108702,0.141714,0.10844,0.119173,0.134755,0.154465,0.175189,0.197557,0.220403,0.243022,0.262067,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Rice,FoodDemand_Crops,2.36972,3.87203,3.99913,4.25938,4.50573,4.74338,4.96131,5.1109,5.23331,5.32916,5.39715,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Rice,NonFoodDemand_Crops,0.225771,0.350855,0.313479,0.331296,0.347554,0.362172,0.375008,0.385875,0.394665,0.401434,0.406091,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Root_Tuber,FeedCrops,0.0580458,0.267116,0.219221,0.242734,0.275037,0.314892,0.355562,0.388114,0.420807,0.452334,0.479772,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Root_Tuber,FoodDemand_Crops,2.02034,2.91836,3.13655,3.34067,3.53389,3.72027,3.8912,4.00852,4.10453,4.1797,4.23303,0.0,0.0,0.0,Mt,
